id,company,title,salary,education,description,hiring_manager,last_active,address,link
8192,先之（杭州）教育科技有限公司,前端开发工程师(实习生),2-3K,大专,岗位内容：1、负责公司产品开发和维护；2、根据产品需求完成模块设计、编码、自测工作3、按照项目计划，遵循公司相关流程按时提交高质量代码，完成开发任务；4、对产品进行性能优化，确保优质的用户体验；5、与产品、项目经理、测试部门沟通保证产品的质量和开发进度；6、确保高还原度的完成项目开发，并且有主动意识提出产品体验改进建议;7、完成领导交代的其他任务；岗位要求：1、计算机相关专业，在校/应届本科及以上；2、熟悉HTML、CSS、JavaScript等前端技术，具有良好的前端开发基础；3、了解React、Vue框架优先;4、能熟练使用git代码管理；5、自我管理能力良好，具备较高目标导向和团队合作精神，有快速学习能力，擅长沟通；6.日薪120-150元/天    每周工作3天以上。,吴丹,刚刚活跃,杭州西湖区西溪科创园9幢9楼,https://www.zhipin.com/job_detail/7ee37c6dce8753761Xx-3d25GFFY.html?lid=5lC8gZBFlmL.search.271&securityId=xWurGqOAw34g6-B1DyUK_Tb1h8bJBppIb7o57T_XK33eNToymFRE48Z9yJ5vSHXEbPCu3mEkfEF3rdU9BAtinoY6r3jcEm2nTUMEFC40D8ytgwRLasbL&sessionId=
2,郑州玉带信息技术有限责任公司,实习web前端开发工程师,1-6K,大专,参加公司自研产品的Web和微信端小程序开发，使用vue、elementUI和eCharts，前后端分离（后端JAVA）。不出差，不外派，就在郑州二七区做开发。实习工资（阶梯式）：前3月根据能力1-2k，然后每3个月加一次工资。,郭先生,刚刚活跃,郑州二七区升龙世纪花园壹区1号楼,https://www.zhipin.com/job_detail/83875f1369c538c11XZ-2d25FFFS.html?lid=6GPZx3II9Bv.search.33&securityId=n3MA2JOuS73KT-r1Nlxh3kvZXvOSHC90ilAlsoq9BoEQNPciyid8x5k0L-00ebcywNukntgNMy7nHJ9UbCveHbRprqwfFIiWnyqr-mwErc-NXnUyGRaRIkrK8wC9TUTcGb2WteIM8rdlAA~~&sessionId=
3,广东天勤科技有限公司,兴宁前端、程序员实习生,1-4K,大专,实习生要求：1、需要在梅州兴宁市长期工作（家在梅州市内）2、统招全日制大专或以上学历的应届毕业生（或实习生）3、入职进来接受前端+后端的综合技术学习（专人指导）4、在大学期间有接触过编程或者网页制作相关工作5、不接受短期实习，实习完成转正至少需要工作一年以上6、要求看书学习的习惯，能接受高强度学习要求，晚上能持续看书使用技术栈：用Python开发后端，框架是Flask，数据库是MongoDB和Redis，前端用VUE，我们要求每个技术都是全栈的，进来都会有人指导学习技术，如果你想入职我们公司，可以看下我们使用的技术这些（下载地址包括中文路径）， https://crx.tqdn.cn/soft/天勤科技-前端考核题.zip 公司业务：广东天勤科技有限公司是一家从事电商大数据的技术型互联网企业 ，五十多人的团队，技术占比三分之二，具有国内领先的大数据信息采集、存储、分析解决方案和信息技术服务提供商，研发出多款国内领先产品。,林先生,在线,梅州兴宁市天勤网络37号,https://www.zhipin.com/job_detail/9a7d1cb58dc773e01nR539m-EVJZ.html?lid=6GPZx3II9Bv.search.34&securityId=H2jPlD4r0vFF9-A1vCncuTcKvE19ZBYrHfAEfTeCLREMWZ-9-ZYopW84XxZBjtFEbwzru-L7L6nc-A8xUa5D3zxHORfInDO2pc_NnfK3oX3fJf_Amb9cR-9qt1z9nY0Arnb54nGYzLWI_N5mBM9UJbxAlodWzLYXl9NxANWFwjbAEHCtXQ%7E%7E&sessionId=
5,陕西润古网络科技有限公司,web前端实习生,2-3K,大专,1.专科以上学历（含），计算机、通信、电子等相关专业；2.热爱软件开发工作，对移动产品有浓厚兴趣，对移动产品有较好的个人理解；3.具备良好的沟通协调能力，与团队保持良好沟通，协调项目资源、保证项目进度、监控项目质量；4.本岗位欢迎优秀应届毕业生前来应聘（学习能力强者可宽松学历要求）公司可接受应届毕业生，提供实习岗位。,南旋,3日内活跃,西安雁塔区西安高新技术产业开发区(锦业路),https://www.zhipin.com/job_detail/0e38c541b625b3f21HN43du_FlQ~.html?lid=6GPZx3II9Bv.search.36&securityId=eFkE7dNdtbybm-d1f-aI8b96mfLkyK1tFjpcj5IKo88LK7-bsZ4ya_61kxMdKq5d856qHpXZMSsKexwDa3CmB6P8hpgREcxRThUrdz5YVPMew1P-PDTEUFPEAFLqA5v7L9v9mz3_qA~~&sessionId=
6,江西天华新瑞信息技术有限公司南昌分公司,WEB前端开发实习生,2-4K,大专,职位描述：-负责公司项目网页前端设计、制作和维护。-网页互动服务产品的研发。-网页相关设计方案的文档编撰。-项目web前端简单的UI设计和资源处理。-项目APP前端(web封装)的UI设计和逻辑开发。 任职要求：-大专及以上学历-熟悉Html+css/javascript，了解Html5+css3，有实际项目经验优先。-熟悉jquery+bootstrap开发，有相应的工作经验。-有vue/react/angular使用经验，了解mvvm者优先。-懂得ps等图片处理软件，能进行简单UI设计优先。-有商业项目开发或github开源项目开发经验优先。-有良好的沟通能力和团队意识，工作主动热情，有责任心，学习能力强。福利待遇：-依法享受国家法定节假日及带薪年假-绩效奖金：会根据参与项目贡献度实际发放-五险一金：养老保险、医疗保险、工伤保险、失业保险、生育保险、公积金-三节福利：端午节福利、中秋节福利、春节福利-公司团建旅游：公司每年会组织大家团建旅游活动-不定期素质拓展：根据项目完成情况，组织相关市内素质拓展活动-定期体检：公司每年会组织定期体检-不定期团建聚餐：法定节假日、各类特殊日期等-团建观影：根据项目进度，组织观看当下热门电影-下午茶：披萨、卤味、咖啡、奶茶、炸鸡、水果、小零食等随机搭配-高温补贴（夏日饮品）：夏季高温期间（7、8、9月），按照发放防暑清凉饮料形式发放-应届毕业生专属租房补贴福利-公司私人厨师做饭，可提供丰富的午餐-不定期组织能力培训及相关技术学习分享,王浡,刚刚活跃,南昌萍钢总部大楼(东门)1302,https://www.zhipin.com/job_detail/d9de2ade256189e91nN40t-9EVVY.html?lid=6GPZx3II9Bv.search.37&securityId=rymFUj5eZf3zH-X1Er2CNxO2jpoy2Jvq3sNVGbyATs5ZymPHi_jemBh-Il1f0SjYooe_qYg2mw43skf78fdDDHRw037ZQsL_pot3zu99SRwfFa_8PvkaYKVXTkbveHQigVgHKeWeT6N_Bw~~&sessionId=
7,遵义小红椒网络科技有限公司,前端开发（接受实习生）,2-3K,大专,任职要求：1、精通HTML/CSS/JavaScript，有良好的编码习惯，有代码洁癖者优先；2、熟悉JS技术，包括AJAX、DOM、JSON、熟悉Vue；3、较强的学习能力、逻辑思维能力、良好的沟通能力、团队协作精神；4、有常见框架（uni/Element）项目经验者优先。5、熟悉小程序，公众号开发优先考虑招聘说明：优先考虑22年毕业生，要求有一定实践经验，肯吃苦，学习沟通能力强,张先生,3日内活跃,遵义红花岗区中关村遵义创业中心3层A区,https://www.zhipin.com/job_detail/e345caf076d3d0d11XR40tq4F1VZ.html?lid=6GPZx3II9Bv.search.38&securityId=_qfzUsTuWvA72-Q1VTTaQZEpxJoPpjiRCcaV7YFRXrvDvCy1Hw4AOIjorMBI2cy58XD2P-skAk480dfOgL4vHpWjlwcx_YJgJWY-qSiJ1pIbCdPW3ZlKgH-EpQbfLCQm2YYpumWH3w%7E%7E&sessionId=
8,广州小檬信息科技有限公司,Web前端开发工程师(实习）,2-4K,大专,【岗位职责】1)负责公司相关web产品的前端开发；【岗位要求】1)工作经验无要求，但需要有编码经验；2)熟悉 Javascript/CSS/HTML；3)了解相关 web 规范标准，了解模块化开发，了解前端组件化概念；4)至少了解一门服务器端相关技术；5)有技术博客者优先；【职位吸引】1)完善的前端培训体系，团队发展空间大，利于个人的成长；2)良好的技术氛围，团队大牛多，可随时与他们讨论和交流；,黄均河,本周活跃,广州海珠区保利叁悦广场C塔1005,https://www.zhipin.com/job_detail/9da6647fc2ba5bb01n1z0tS8F1c~.html?lid=6GPZx3II9Bv.search.39&securityId=FM6fMaPJnfQTc-x1mkNP1jxkKeNzYXVYmTxL0ft80_zVuDVCArMX0IYOGS4CFDKZrKuX6--doHhW-Oz7l-2nn4X79YNwDiJGVbU7s2uoUS_egFpeieC7N_oCR5tBsr-Fz1Ju4j5Qmw%7E%7E&sessionId=
8200,北京智源视界科技有限公司,Web前端开发工程师（实习生）,2-4K,大专,"技能要求：JavaScript, CSS, html职位名称：前端开发工程师招聘人数：4学历要求：本科及以上专业要求：计算机或电子通信相关专业毕业任职要求：1. 具有扎实的计算机基础知识，熟悉和掌握软件开发的基本概念和流程、有软件开发经验者优先。2. 良好的沟通能力，团队意识强，善于发现问题并推动解决问题。3. 工作积极主动，具有较强的自主学习能力，吃苦耐劳。",栗哲,本月活跃,北京海淀区清华科技园玉泉慧谷33栋,https://www.zhipin.com/job_detail/709e37ed3762558f1nd43dW8F1JR.html?lid=5lC8gZBFlmL.search.279&securityId=a6tOnyLeuufDQ-P1piR3zcL_SwM62hXZumFnO7SmfZqZVQ-HPM0YF2hqc_pbz4acfG0zEzUl5Yhvaahfh-3EFSve8IZi4vNrjTJj1Fql0j7Kq542Cw%7E%7E&sessionId=
10,南阳市微企胜网络科技有限公司,前端、后端实习生,2-6K,大专,1、16岁以上男女均可， 如有大专及以上学历，计算机、数学、财务类、机电类、电子类、网络类及相关理工科专业毕业优先。2、热爱软件开发行业，善于学习和总结分析；有无经验均可。3、做事认真、细心、负责，能够专心学习技术。4、有良好的工作态度和团队合作精神。5、优秀的应往届毕业生可适当放宽条件。,叶先生,半年前活跃,南阳卧龙区兴达国际D座903,https://www.zhipin.com/job_detail/79fd5eaca5b5082b1nZz2Nu5EFFX.html?lid=6GPZx3II9Bv.search.41&securityId=MO0leHOQjhda6-Q1FkSs5h7SxycEnCxfkQh-M_9s6VEzkhhjFzA2AUROkvi77ITD28_tVQLvz-Rz7C6w8uKNmZrbUuCRXemEhggdFGuYDpn3cwQKExt06JqceKZDqvxWIVqO1ZltmIY%7E&sessionId=
11,贵州黔狐科技股份有限公司,前端开发实习岗,1-2K,大专,实习岗：需要有上进心，能吃苦好学，工作态度不端正的勿扰。1、需掌握html+CSS的写法，主要工作学习编辑网页模板，有资深前端工程师指导。2、运用 HTML、CSS、JavaScript 等专业技能和工具，从事网站产品的开发。,杨先生,3月内活跃,铜仁碧江区麒龙国际会展城D2栋3楼,https://www.zhipin.com/job_detail/f12f1eeda3fbc69a1XB829m0FlFU.html?lid=6GPZx3II9Bv.search.42&securityId=wC6szutlFnLxb-k1DQDe-PPL3QQzSEuGprQJ2_djMKy65mZwPeMD0C5n-6nv3sqR2W_F5p9zsL7QxqncnsNM13oy3tqNrD0wSMVmBQKKjN9ODLlqwRVKGDcxzKSe2z65iX-NNjY3Qj-N&sessionId=
12,深圳市芒果松科技有限公司,初级前端开发（实习生&应届生）,2-4K,大专,"岗位职责：1、负责Web前端开发和维护；2、编写、迭代高质量的UI组件，提高开发效率、降低维护成本。3、与UI设计师、产品经理协作，分析并给出最优的Web、移动界面前端结构解决方案和效果实现；4、持续优化前端交互体验和页面响应速度，优化代码并保持良好兼容性（不同浏览器、移动设备端及不同版本下的兼容），提升易用性；5丶与后台开发工程师配合完成数据交互、动态信息展现。任职资格：1、全日制专科以上学历，计算机专业优先2、熟悉html5/css/javascript等，有vue的项目实践经验。3、熟悉前端框架,包括jquery、vue.js、r等；4丶熟悉webpack、gulp等前端构建工具5、熟悉各种浏览器的特性，能手写屏幕适配性强、兼容多种PC或手机浏览器的前端页面代码并快速定位和解决各种兼容难题；6、良好的沟通能力和团队合作能力，肯吃苦耐劳，踏实肯干。热爱基于互联网平台的开发。福利待遇：1、公司工作环境优雅、氛围好，同事关系融洽；不定期定期团队活动，丰富员工的工作生活；2、法定假日+生日礼物+节假日福；3、带薪休假（年假，婚假，丧假，病假等）4、弹性工作制，上班不打卡，发展空间大，5、公司每周3-4次下午茶，每周1次羽毛球活；6、每月会评选优秀员工，有奖金。7、入职提供五险一金",刘沁,3日内活跃,深圳龙华区向荣商务大厦2楼2001,https://www.zhipin.com/job_detail/66934de3cc379c9e1Xx50ty5GFRX.html?lid=6GPZx3II9Bv.search.43&securityId=BP4m2X0ei3AX9-b1nkva3QrF_l3l8b1DVcn3djF92263JVCa2GWP4s1xQ7IHweLf7SVv52o0a_raWrwShjoMcflrlljqi2qzwTNpXem6iZiuaR8kGmLQBtQYu3-6u9i6gB_c78d_anY%7E&sessionId=
4106,大连尚观锦程科技有限公司,Java实习工程师,3-4K,大专,岗位职责：1、协助项目经理对各信息系统项目的立项、开发、实施、运维、升级等管理工作；2、对公司系统进行实施与维护3、解决软件开发过程中的问题；4、完成项目经理安排的其他事务；5、 大专及以上学历，软件工程、计算机等专业优先，有相关基础的其他专业亦可，逻辑思维能力强的理工科专业学生亦可，接受优秀应届毕业生；6、 沟通能力佳，有团队意识；7、善于学习和总结分析，有良好的工作态度和团队合作精神；任职要求：1、大学专科及以上学历，计算机相关专业，接受优秀应届毕业生；2、良好的JAVA编码基础，深刻理解面向对象开发；3、有责任心、主人翁意识，较强的思维逻辑，认真负责，较强的学习能力；4、愿意从事软件开发行业并长期发展；5、应聘人员需热爱软件开发行业，对软件编程感兴趣，希望在软件行业长期稳定的发展下去,唐先生,半年前活跃,大连沙河口区软景中心国际5A写字楼,https://www.zhipin.com/job_detail/8cc59f50c6130d391nJ52t25EFI~.html?lid=5RUyWrJX4SP.search.113&securityId=uWgyFVaWaC3JE-M17OGhqgn0wgLr1hPkW7avu-hJSe0kGREYaE6Z5wvFHudFAZz1_UJoH7hTfyWgiFRQSCjyfpniJSfxegfxSkiGMGEzcHx2t1nn1A%7E%7E&sessionId=
4107,厦门抱壹智能科技有限公司,JAVA实习工程师,2-5K,大专,1、搭建系统开发环境，完成系统框架和核心代码的实现，负责解决开发过程中的技术问题；2、负责JAVA/J2EE技术的相关产品规划、需求、设计、开发、测试等工作；3、负责研发产品在工程项目中的实施，对项目进度、质量负责；4、参与软件工程文档、产品文档编写，满足质量要求。,杜先生,半年前活跃,厦门集美区厦门产业技术研究院-创新大厦12,https://www.zhipin.com/job_detail/3c3c90bc55e3dd501nNz29q5E1VW.html?lid=5RUyWrJX4SP.search.114&securityId=1t3NApJOnArvy-O1-bQarzYmPc05_7MjNDAwMhhkPRJWmq7ew9DLF85sytXNYIAJ_YHMFNQgNf8CyMYcjk0oDeIH9Sfyrlx7PMd8qteDhFwkh-5eGajE&sessionId=
15,上海信栖网络科技有限公司,web前端实习,2-4K·13薪,大专,***工作包住***  1、有H5，微信小程序实际项目经验，自己开发的项目也可以  2、熟练使用vue，js，html5，css  3、了解现有常用框架，如vue，react等 ；熟悉git工具 4、在校学习优秀，做事认真有态度  5、团队氛围好，都是技术出生，你愿意学我们愿意教。,舜杨TerryJ,本月活跃,上海闵行区兴迪商务大厦603,https://www.zhipin.com/job_detail/576710dfaa710acd1Xd83t64FlpS.html?lid=6GPZx3II9Bv.search.46&securityId=6X7x0Sg6PMfcI-R1JXU35hKgeraamU4nUPJCjE2grTDMXmb7dTXhTKYrNBEsxGMnwwDfrJg60gWm5DWn972zFUjtLktZdVZ9v_otzdBcLVtqNVlanISOpzdcq6qQWECynlj6CHUnV70~&sessionId=
16,浙江星河微网能源科技有限公司,vue前端开发实习,2-5K,大专,1、参与web前端功能模块开发2、对vue框架与代码质量有基本了解3、能阅读示例代码和文档快速上手,何玮,本月活跃,杭州余杭区中国(杭州)人工智能小镇浙工大研究院,https://www.zhipin.com/job_detail/63986f766a69b9f11n172NW5GVNQ.html?lid=6GPZx3II9Bv.search.47&securityId=bP1blaCTJR3J--31eTuHrYcMA5qmHKyjzrPfuRbRvOv7NC9PwyLJBsjW1r2Gl-U0bFQ2YMQDNCGSs24aOv3uA-XYFgI3jGZyDIbiUZhg5yN3UozUhTSbYBwW4Joc9KqsCV1lz61vnFA9&sessionId=
19,福州一瓦教育科技有限公司,前端实习生,1-4K,大专,入职要求：1.掌握基本技术基础2.很想从事IT行业，有很强的主动性3.实习时长至少一年4.能接受外派出差特别说明：本公司会对每位实习生进行体系化的培养，保证实习期满时达到合格的初级程序员能力，在此期间承诺不收取任何费用！不满足上述三点要求者勿扰。一、实习生收获：Vue及前端技术和项目实战接轨的培训一个月上手项目实战2-3个商业项目实战经验软件项目Web/APP前端开发硬实力二、工作内容1. 按照企业制定的训练方案，系统地提升技术能力；公司提供专业指导。2. 直接参与到商用实战项目，完成主管分派的软件开发任务。三、任职要求1、热爱软件开发，未来想从事软件开发工作2、想积累实战经验和技术3、掌握一定的软件开发基础,陈先生,刚刚活跃,泉州丰泽区泰禾广场SOHO2座24层2409,https://www.zhipin.com/job_detail/cd39353be6ff784d1XN-39i-EFtT.html?lid=6GPZx3II9Bv.search.50&securityId=IF_X7vSNKa69d-81esPpJgp_W-zE7kJ3B37mSjzYRV1qEwX41Hy2FxuHCBU8yVepsMyXF7EbbXitrEiDDsZT_ukD96kqX58UqdxI-Y1GSohxUiY-FHQObNxsL9UiM72tJzny2Quz4DA%7E&sessionId=
22,南昌市云科信息技术有限公司,前端实习生,1-4K,大专,1、根据产品或项目需求，进行Web交互界面设计、完成兼容性良好的前端页面开发; 2、与后台工程师一起探讨制定技术方案和接口等; 3、负责前端页面优化和用户体验的设计; 4、负责相关技术文档编写。 任职要求： 1.掌握Web前端技术HTML5、XML、CSS、AJAX、原生JavaScript及相关技术； 2.精通Jquery、Bootstrap、AngularJS等扩展应用，做过HTML5游戏的优先录取； 3.对JavaScript性能、多浏览器兼容性、面向组件开发有自己的解决方案； 4.熟悉OOP，对前端代码优化及安全开发有一定的经验，能完成代码封装并熟练完成模块化开发； 5.责任心强，具备良好的沟通能力和团队合作精神有责任感，能吃苦耐劳； 6.大专及以上学历，有独立开发项目经验,杨耀华,3月内活跃,南昌东湖区江西出版大厦702,https://www.zhipin.com/job_detail/3a92f02c6a88646a1nZ53Nu1EFtZ.html?lid=6GPZx3II9Bv.search.53&securityId=w5fVmqfAmFXnn-f1GgpTMd9mD62zKHvz5hmjFMBa0GUKmRUqksRBJLxSRZLAujUiBM5qAf6ubOzBaqA60qVclnI7kj-ZqFYttR_N9eG8gxkGSx0ryS4rztfNMgbAGtXit5s21LF2xNw%7E&sessionId=
23,南京速码信息科技有限公司,前端开发实习生,2-3K,大专,公司软件前端开发有html、js、css、vue基础,黄少林,本周活跃,南京江宁区东风日产文华专营店(东门)院子里面2楼,https://www.zhipin.com/job_detail/eef68552a60879b41XV-3di_FVdT.html?lid=6GPZx3II9Bv.search.54&securityId=MOB5PhiMlpMUY-61Yqt7deM2Flox7oplNfGpmhP-ReaEcfU9B9TgPz8Fnga6UuhaLafaldHn2543YSx9HYoemgvMF73UaTfmsP-e3iKeTG4QtlKvDzzMrqEnZE8q2-F25PA4rwn7r6EU&sessionId=
24,遵义云讯网络科技有限责任公司,前端实习生,2-3K,大专,??岗位要求：??????1、协助web工程师做辅助性的助理工作，记录在工作当中遇到的问题并且归档；??????2、前期辅助web工程师完成相关软件的设计、开发工作；??????3、完成主管领导交代的其他相关工作。????????????1、大专以上学历，可接受应届生；18-28岁；??????2、思路清楚，有基本的编程素质，有良好的表达与沟通能力；??????3、对互联网行业感兴趣，有一定的逻辑思维能力；??????4、熟练使用相关办公软件，具备基本的网络知识；??????5、具有良好的职业道德，工作细心，责任心强技术要求：JavaScript Vuejs,熊洪权,半年前活跃,遵义汇川区汇川九小桃源小区5栋,https://www.zhipin.com/job_detail/6ebd04b28437a4453nN709y_FVM~.html?lid=6GPZx3II9Bv.search.55&securityId=fcLaQecfs3oSY-c1-Ha1pN9sSzU63lqymuzpKEeuesWvLsgNUXM5vy9khMyiy-AYn058uR-3lpSqaQWx2NJZo4pxVIe-oCjdM3Qz_SnYFQeZdHX5Lu4zpuICdhQaDpW5rpoj5Pxe4iA~&sessionId=
25,微趣软件（无锡）有限公司,前端开发工程师（实习岗）,2-4K,大专,技能要求：HTML，JSON，Less，Javascript，DIV+CSS，Vue.js岗位职责：1、负责开发公司网站产品，及移动端网站相关产品；2、与UI设计师、后端开发人员、测试人员等配合，高质量完成前端开发工作，提高用户体验，对可用性、可访问性等用户体验知识有较好的了解和实践经验；3、持续的优化前端体验和页面响应速度，并保证兼容性和执行效率；,蒋琳,半年前活跃,无锡梁溪区无锡客运(东北门)无锡市南湖大道580-1号315室,https://www.zhipin.com/job_detail/8f7a3e285bf616ff1nV72ti5F1dR.html?lid=6GPZx3II9Bv.search.56&securityId=wjOF94_M8RKzv-_1TznwMWpXZVM0JynafS5bZZnvVPBHhSusnATytyb3UjetBlQP-X5e_8YOZm-ZXk088eZrIfu0jZCOipYtttkYzieMgPB1zc2BvAcy6XaQ5_9t-ibS3fHz0Y3AldcgsQ~~&sessionId=
4121,东营大头智能科技有限公司,Go语言开发工程师实习生,4-9K,大专,"1.会有资深编程专家进行技术引领和指导,快速上手go语言;2.有专门的小组负责人带领实习组一起做项目,通过项目推进不断研学编程开发技术知识;3.根据项目完成情况,优秀者会有津贴奖励,表现突出者将获得优先公司转正权,转正后薪资按照公司正常社会招聘岗位薪资发放;职位要求:1.计算机相关专业在读或应届学生,有C/C++/JAVA/PHP/Go/Python等其中至少一门语言的学习经历;2.对软件开发感兴趣,愿意钻研相关领域的知识;对个人未来发展有前瞻性,想要在IT互联网领域有所作为,为国家做一份贡献.",张先生,2月内活跃,东营东营区山东梦立方数字产业孵化基地702室,https://www.zhipin.com/job_detail/07ea22cf8eb1b6691XV70t69EFZT.html?lid=5RuM2fHPLKc.search.128&securityId=z4KBlbKAiHxAI-s187D3foeTYYMVME0zNatWUIdCykFAgNDrskmqRBBOXj9NClEuAJBKAbUhdnkRiPlTUhj6Lrdj3bfDaQUtyVD-Iui7xY7S4a0jmQ~~&sessionId=
27,福州万悉地网络科技有限公司,前端实习生,2-4K,大专,"1、Web前端技术（HTML/CSS/JavaScript等)，并能处理各浏览器及各设备兼容问题；2、会主流的现代JS框架，React, Angular,Vue等，会前端工程构建工具；会Vue全家桶可优先考虑；3、熟悉JavaScript、jQuery等类库、DOM等前端技术能实现网页特效和用户交互体验；4、会微信开发模式；5、熟悉UI框架的开发流程；6、具备较强的学习、分析和解决问题的能力和强烈的进取心；",姚秀惠,刚刚活跃,福州闽侯县中青大厦7层701,https://www.zhipin.com/job_detail/5f52851da4b09ec91nF90tu-E1NT.html?lid=6GPZx3II9Bv.search.58&securityId=MJdp8PClOuQvc-c1whVcl14C0BlnX_t51PBLhEj-sguC4EdlM-MQHGvAhmBr_NJ9JFOoZFjiPHffJ_XC3QPzFFR4n_E19ELO21ZslIRBdhwnlleRE308fznAbdn1I8NvEhj5AFQPQeV4KiJwom7pY1bPo1uCa0AZXRxboji_uzY9qhA%7E&sessionId=
8218,陕西巨创引擎科技有限公司,电子仪器维修工程师实习,2-5K,大专,任职要求：1、专科以上学历，有工作经验者优先；2、具备模拟电路及数字电路分析能力，能够独立完成高低频电路的故障维修；3、精通模拟电路，懂POWERPC、VXWORK者优先；福利待遇：1、公司提供有竞争力的薪酬、五险，2、福利体系：年终奖、年休假、年度旅游、年度体检、餐补、高温假、节假日慰问品等福利待遇。3、员工活动：提供免费培训、优秀员工表彰活动等4、上班时间：9:00- -12:00，13:30- -18:00 周末双休,王先生,刚刚活跃,西安雁塔区旺座国际城A座23楼,https://www.zhipin.com/job_detail/7f8d7923e4ca5ea61XJ-3Nq0E1JT.html?lid=5lC8gZBFlmL.search.297&securityId=JK1RBj7iCcXva-61QiaowYBNcQ2rpj_3kFkinI87dTbvwbaVZn5eorqc3l9pEslaN-mFtsLNxEeiozZb7d61n82DfjZXvFmNt8lWYEmd62AbOECnew~~&sessionId=
8219,北京优优网信息技术有限公司,软件实习工程师,2-6K,大专,公司简介：      公司主要从事流程工业企业MES系统设计、研发与实施。所有MES软件相关产品历经十余年的迭代研发，目前均具备自主知识产权。       MES是一套面向工业企业生产管控的软件平台，包含工业过程实时监控、生产管理、能源管理、质量管理、设备管理以及绩效考核等诸多功能模块，目前公司的主要客户为水泥、化工、钢铁、电力等大型工业生产企业，其中水泥板块的解决方案处于国内领先地位。       国内工业企业在过往的发展过程中往往关注以规模换效益，所以对企业的内部生产管控并不重视，但随着工业4.0，国家2025智能制造计划工作的推进，各企业对工业智能制造的需求呈现井喷状态，而MES作为智能制造的核心模块，也面临着项目需求的急剧扩张。       我公司经多年的研发形成的自主知识产权的MES整体解决方案，在国内同行业具备绝对的竞争力优势，仅水泥行业就有上千家的项目实施需求，国内整个流程工业的需求将是数万家的级别。未来的MES将和ERP一样落地到各个工业企业，市场发展空间巨大。        基于此，公司目前面向社会大量招聘相关人才，希望你们通过加盟公司，能够成为国内工业企业的智能制造推进的中坚力量！为社会创造价值，为个人创造财富！招聘岗位：实习工程师（全职，不招收短期）岗位概况：1、本岗位主要面向在校及应届毕业生；2、根据个人技术水平及能力提供实施、研发岗位；3、公司提供各类学习培训学习机会，实现能力提升。4、毕业后可直接转岗为公司正式员工；5、实习期间公司提供吃住，正式员工提供社保。6、工作地点在济南长清区西部创新园。技能背景要求：1、计算机、自动化相关专业优先；2、口齿伶俐，思维清晰，善于表达，勤于沟通者优先；3、勤于学习，无不良嗜好，可接受全国出差者优先；4、熟练掌握驾驶技术者优先。,许凯程,半年前活跃,济南长清区济南西部创新园A座522室,https://www.zhipin.com/job_detail/64593d31db6709ec0HR82t64FFU~.html?lid=5lC8gZBFlmL.search.298&securityId=2IYeMRqWBM-bb-z1CDdQgQ_YSjmvYMAllYF7uUl_XQh6vZKvLv7qdXrhlIEUaju_hmwCGguuvpwZTEBzP7l9MO3DSBWun48QnbNS0q3M6FW7BylX&sessionId=
30,广西杰思信息科技有限公司,web前端开发实习生,2-3K,大专,岗位职责:1、负责业务的前端代码逻辑编写，与后端开发进行接口联调2、参与需求、UX设计、概要设计、详细设计等多个环节的评审3、根据详细设计文档进行前端代码开发，参与代码评审4、负责定位或者解决线上异常问题5、抽象前端公共业务代码，形成通用的业务组件，能够为业务复用，提高开发的效率。6、完成现有系统的维护工作，完成相关的迭代优化工作；7、完成领导交办的其它任务。任职资格:1.专科及以上学历，可接受应届实习生；2.熟练掌握html5、css3、JavaScript、es6、Vue、React等前端开发技术；3.精通各大浏览器兼容性问题处理、精通请求优化及加载优化；4.对用户体验、交互操作流程、及用户需求有深刻的理解；?5.熟悉软件项目开发流程，有人工智能的项目开发经验优先6.有服务端后端开发经验者优先；,王小玲,半年前活跃,北海银海区同和水岸44栋608号,https://www.zhipin.com/job_detail/d8751050817bf4c61nZ929S7FlFQ.html?lid=6GPZx3II9Bv.search.61&securityId=O3B2GC-Dip6xk-X1uA2sCP1CK7mSHHt55diZ5VPfjSqEFqb0iqA10pGx-ThAthjxPsS7KKXDoHsbyktNs0CdFxN0csTcekNKuRSSz7KDcPcYcnuT4UTVFTM8tP-zEsHYjkk9hii7i0Q~&sessionId=
31,吉林省云领科技有限公司,前端实习生,2-6K,大专,周末双休，有免费班车，带薪年假，早九晚五。工作内容：1.能够按时完成项目的要求，保质量完成任务；2.要求代码编写规范，有编写技术文档的能力。任职要求：1.有过前端开发基础；2.前端基础扎实，熟练使用开发框架；3.对css、html等能熟练应用；4.熟悉web前端技术；5.对js、jq数据库了解使用；6.较好的团队协作精神，工作认真负责，热爱代码，喜欢技术。****能力不足且热爱互联网行业，可参与云领职业技术学校培养计划《专项技能培训+实时项目实站+岗前就业辅导》,张女士,3月内活跃,长春南关区吉林省广告产业园区807,https://www.zhipin.com/job_detail/3d7112c34f06f5e41XB83tm0GVVW.html?lid=6GPZx3II9Bv.search.62&securityId=hqgqUcud68sTk-q1_0d0uAZ9HogOWP29jQ8YyDvkIYbV9Xy2AYVWjxE9tmAzAAx12VX6NS4vhiJq9jVA58enOgT_C_BjiT0KXzfzn9ICKsDCKu6IgCUm4JT5XAb5RJSI4JbLM428oC0%7E&sessionId=
